,season,event,team,player,games_played,wins,loses,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,damage,damage/min,kill_participation,kill_share,gold_share
1192,12,Play in,Royal_Never_Give_Up,GALA,9,7,2,77.8,4.78,1.22,7.0,9.64,339.56,10.31,16.0,484.0,20300.0,615.0,65.4,26.5,24.6
1193,12,Play in,Royal_Never_Give_Up,Ming,9,7,2,77.8,1.0,2.33,11.44,5.33,32.78,0.99,8.3,251.0,5300.0,162.0,69.1,5.6,12.8
1194,12,Play in,Royal_Never_Give_Up,Wei,9,7,2,77.8,3.67,1.44,8.78,8.62,183.89,5.58,12.2,370.0,11700.0,355.0,69.1,20.4,18.8
1195,12,Play in,Royal_Never_Give_Up,Xiaohu,9,7,2,77.8,4.33,2.33,7.56,5.1,282.44,8.57,14.2,432.0,18800.0,571.0,66.0,24.1,22.0
1196,12,Play in,Saigon_Buffalo,BeanJ,9,3,6,33.3,1.89,3.56,6.0,2.22,149.89,5.0,9.5,316.0,9200.0,306.0,62.8,15.0,17.8
1197,12,Play in,Saigon_Buffalo,Froggy,9,3,6,33.3,1.56,2.67,6.0,2.83,233.89,7.8,10.8,360.0,14800.0,492.0,60.2,12.4,20.3
1198,12,Play in,Saigon_Buffalo,Hasmed,9,3,6,33.3,3.22,3.0,3.33,2.19,240.56,8.02,11.7,392.0,14800.0,493.0,52.2,25.7,22.1
1199,12,Play in,Saigon_Buffalo,Shogun,9,3,6,33.3,4.89,1.89,4.22,4.82,303.0,10.1,13.9,462.0,19200.0,641.0,72.6,38.9,26.1
1200,12,Play in,Saigon_Buffalo,Taki,9,3,6,33.3,1.0,3.11,8.22,2.96,33.11,1.1,7.3,243.0,5000.0,166.0,73.5,8.0,13.7
1201,12,Main,100_Thieves,Abbedagge,6,1,5,16.7,1.83,2.83,3.83,2.0,262.67,8.54,11.6,378.0,14200.0,463.0,64.2,20.8,22.6
1202,12,Main,100_Thieves,Closer,6,1,5,16.7,2.0,2.0,3.83,2.92,152.17,4.95,9.3,303.0,5500.0,179.0,66.0,22.6,18.1
1203,12,Main,100_Thieves,FBI,6,1,5,16.7,2.17,3.17,4.17,2.0,198.17,6.45,10.9,356.0,12600.0,409.0,71.7,24.5,21.3
1204,12,Main,100_Thieves,huhi,6,1,5,16.7,0.67,3.0,5.33,2.0,88.67,2.88,8.0,261.0,5000.0,164.0,67.9,7.5,15.6
1205,12,Main,100_Thieves,Ssumday,6,1,5,16.7,2.17,2.83,3.33,1.94,263.83,8.58,11.6,378.0,13900.0,454.0,62.3,24.5,22.6
1206,12,Main,Cloud9,Berserker,6,1,5,16.7,1.33,2.0,2.67,2.0,240.17,8.83,10.3,378.0,10700.0,392.0,60.0,20.0,23.6
1207,12,Main,Cloud9,Blaber,6,1,5,16.7,1.0,3.17,4.33,1.68,148.17,5.45,8.3,305.0,6900.0,254.0,80.0,15.0,19.1
1208,12,Main,Cloud9,Fudge,6,1,5,16.7,0.83,2.17,2.5,1.54,212.67,7.82,9.0,332.0,9500.0,348.0,50.0,12.5,20.7
1209,12,Main,Cloud9,Jensen,6,1,5,16.7,2.67,2.83,2.17,1.71,220.5,8.11,10.0,366.0,16700.0,615.0,72.5,40.0,22.9
1210,12,Main,Cloud9,Zven,6,1,5,16.7,0.83,4.5,3.0,0.85,25.5,0.94,6.0,220.0,4000.0,148.0,57.5,12.5,13.7
1211,12,Main,CTBC_Flying_Oyster,Gemini,6,1,5,16.7,1.33,4.5,4.5,1.3,143.17,4.52,8.9,280.0,6900.0,218.0,72.9,16.7,16.5
1212,12,Main,CTBC_Flying_Oyster,Koala,6,1,5,16.7,0.83,4.83,4.17,1.03,37.33,1.18,7.4,235.0,5100.0,161.0,62.5,10.4,13.9
1213,12,Main,CTBC_Flying_Oyster,Mission,6,1,5,16.7,1.5,3.33,3.67,1.55,300.0,9.46,13.1,413.0,20100.0,634.0,64.6,18.8,24.4
1214,12,Main,CTBC_Flying_Oyster,Rest,6,1,5,16.7,1.17,3.0,2.33,1.17,257.33,8.12,11.2,353.0,13000.0,409.0,43.8,14.6,20.9
1215,12,Main,CTBC_Flying_Oyster,Shunn,5,1,4,20.0,3.2,3.8,2.2,1.42,280.2,8.84,13.2,416.0,13200.0,417.0,62.8,37.2,24.5
1216,12,Main,CTBC_Flying_Oyster,Atlen,1,0,1,0.0,3.0,5.0,2.0,1.0,251.0,7.9,12.8,402.0,5200.0,163.0,100.0,60.0,24.0
1217,12,Main,DRX,BeryL,21,14,7,66.7,0.76,2.24,8.0,3.91,34.62,1.0,8.6,250.0,10200.0,295.0,66.7,5.8,13.7
1218,12,Main,DRX,Deft,21,14,7,66.7,3.14,1.76,4.62,4.41,326.57,9.47,15.1,437.0,20000.0,581.0,59.1,23.9,24.0
1219,12,Main,DRX,Kingen,21,14,7,66.7,2.71,2.19,5.05,3.54,253.95,7.37,12.8,371.0,16300.0,473.0,59.1,20.7,20.4
1220,12,Main,DRX,Zeka,21,14,7,66.7,4.0,1.57,4.1,5.15,322.62,9.36,14.9,431.0,16600.0,481.0,61.6,30.4,23.7
1221,12,Main,DRX,Pyosik,20,14,6,70.0,2.5,1.65,6.55,5.48,187.75,5.46,11.5,335.0,10900.0,317.0,68.0,18.8,18.3
1222,12,Main,DRX,Juhan,1,0,1,0.0,3.0,4.0,6.0,2.25,165.0,4.56,10.7,297.0,12900.0,357.0,90.0,30.0,18.3
1223,12,Main,DWG_KIA,Canyon,12,7,5,58.3,3.42,2.67,6.75,3.81,176.67,5.59,11.3,358.0,13300.0,421.0,70.1,23.6,19.5
1224,12,Main,DWG_KIA,deokdam,12,7,5,58.3,4.5,1.92,5.42,5.17,280.08,8.86,14.1,447.0,18600.0,587.0,68.4,31.0,24.4
1225,12,Main,DWG_KIA,Kellin,12,7,5,58.3,0.67,2.08,10.25,5.24,16.42,0.52,7.6,241.0,5400.0,170.0,75.3,4.6,13.2
1226,12,Main,DWG_KIA,Nuguri,12,7,5,58.3,2.5,2.92,4.25,2.31,247.5,7.83,12.2,386.0,15700.0,496.0,46.6,17.2,21.0
1227,12,Main,DWG_KIA,ShowMaker,12,7,5,58.3,3.42,1.5,5.75,6.11,260.25,8.23,12.7,403.0,20000.0,633.0,63.2,23.6,22.0
1228,12,Main,EDward_Gaming,Flandre,11,6,5,54.5,2.09,1.82,4.18,3.45,272.45,8.14,12.7,380.0,16600.0,495.0,47.9,16.0,21.2
1229,12,Main,EDward_Gaming,JieJie,11,6,5,54.5,1.73,2.64,7.82,3.62,183.27,5.48,11.0,327.0,10900.0,327.0,72.9,13.2,18.3
1230,12,Main,EDward_Gaming,Meiko,11,6,5,54.5,0.91,2.64,8.64,3.62,26.27,0.78,7.9,236.0,5400.0,162.0,72.9,6.9,13.2
1231,12,Main,EDward_Gaming,Scout,11,6,5,54.5,4.18,2.27,4.09,3.64,272.45,8.14,13.6,406.0,23200.0,694.0,63.2,31.9,22.7
1232,12,Main,EDward_Gaming,Viper,11,6,5,54.5,4.18,1.82,5.27,5.2,321.91,9.62,14.8,441.0,21400.0,640.0,72.2,31.9,24.6
1233,12,Main,Evil_Geniuses_2e-NA,Impact,6,1,5,16.7,1.33,3.17,3.67,1.58,202.5,7.04,9.5,332.0,12500.0,436.0,56.6,15.1,20.0
1234,12,Main,Evil_Geniuses_2e-NA,Inspired,6,1,5,16.7,2.17,2.33,4.0,2.64,183.5,6.38,9.8,342.0,9700.0,336.0,69.8,24.5,20.6
1235,12,Main,Evil_Geniuses_2e-NA,jojopyun,6,1,5,16.7,1.33,3.83,2.67,1.04,221.67,7.71,10.0,348.0,13000.0,452.0,45.3,15.1,20.9
1236,12,Main,Evil_Geniuses_2e-NA,Kaori,6,1,5,16.7,3.83,3.0,2.17,2.0,256.67,8.92,12.2,423.0,15700.0,546.0,67.9,43.4,25.5
1237,12,Main,Evil_Geniuses_2e-NA,Vulcan,6,1,5,16.7,0.17,3.67,6.33,1.77,21.83,0.76,6.2,215.0,4500.0,155.0,73.6,1.9,13.0
1238,12,Main,Fnatic,Humanoid,6,2,4,33.3,3.17,2.67,2.83,2.25,297.67,9.66,12.9,419.0,20900.0,678.0,63.2,33.3,24.8
1239,12,Main,Fnatic,Hylissang,6,2,4,33.3,0.17,4.17,7.17,1.76,21.33,0.69,6.8,219.0,4900.0,159.0,77.2,1.8,13.0
1240,12,Main,Fnatic,Razork,6,2,4,33.3,1.5,2.67,5.17,2.5,155.17,5.03,9.2,299.0,10000.0,324.0,70.2,15.8,17.7
1241,12,Main,Fnatic,Upset,6,2,4,33.3,3.33,1.33,3.0,4.75,299.5,9.72,13.1,424.0,15000.0,486.0,66.7,35.1,25.1
1242,12,Main,Fnatic,Wunder,6,2,4,33.3,1.33,3.0,4.17,1.83,221.0,7.17,10.1,327.0,11200.0,362.0,57.9,14.0,19.4
1243,12,Main,G2_Esports,BrokenBlade,6,1,5,16.7,2.67,2.83,2.5,1.82,216.0,7.17,10.4,347.0,14200.0,470.0,56.4,29.1,21.2
1244,12,Main,G2_Esports,caPs,6,1,5,16.7,2.33,2.67,3.33,2.13,243.5,8.08,10.9,363.0,12500.0,416.0,61.8,25.5,22.1
1245,12,Main,G2_Esports,Flakked,6,1,5,16.7,2.67,2.5,3.33,2.4,270.0,8.96,11.8,390.0,12000.0,398.0,65.5,29.1,23.8
1246,12,Main,G2_Esports,Jankos,6,1,5,16.7,1.33,2.83,6.17,2.65,175.17,5.81,9.7,322.0,9200.0,304.0,81.8,14.5,19.7
1247,12,Main,G2_Esports,Targamas,6,1,5,16.7,0.17,3.17,7.0,2.26,31.5,1.04,6.5,216.0,4300.0,143.0,78.2,1.8,13.2
1248,12,Main,GAM_Esports,Bie,6,1,5,16.7,1.0,3.17,5.33,2.0,32.67,1.03,7.0,222.0,5000.0,158.0,70.4,11.1,13.6
1249,12,Main,GAM_Esports,Kati,6,1,5,16.7,1.5,3.17,4.83,2.0,241.67,7.64,10.8,342.0,13500.0,428.0,70.4,16.7,20.9
1250,12,Main,GAM_Esports,Kiaya,6,1,5,16.7,1.67,3.67,3.67,1.45,235.5,7.45,10.7,338.0,13100.0,415.0,59.3,18.5,20.7
1251,12,Main,GAM_Esports,Levi,6,1,5,16.7,2.67,4.5,5.67,1.85,185.83,5.88,10.9,344.0,16600.0,524.0,92.6,29.6,21.1
1252,12,Main,GAM_Esports,Sty1e,6,1,5,16.7,2.17,3.33,3.83,1.8,285.5,9.03,12.3,389.0,12800.0,404.0,66.7,24.1,23.8
1253,12,Main,Gen_2e-G,Chovy,16,10,6,62.5,3.94,1.38,3.63,5.5,304.06,9.68,13.7,438.0,17500.0,558.0,60.5,31.5,24.2
1254,12,Main,Gen_2e-G,Doran,16,10,6,62.5,2.0,2.44,4.75,2.77,240.94,7.67,11.6,368.0,13800.0,439.0,54.0,16.0,20.4
1255,12,Main,Gen_2e-G,Lehends,16,10,6,62.5,0.75,2.5,8.44,3.68,24.56,0.78,7.3,233.0,6000.0,191.0,73.5,6.0,12.9
1256,12,Main,Gen_2e-G,Peanut,16,10,6,62.5,1.94,1.81,6.69,4.76,176.25,5.61,10.4,330.0,9800.0,311.0,69.0,15.5,18.3
1257,12,Main,Gen_2e-G,Ruler,16,10,6,62.5,3.88,1.38,4.44,6.05,291.0,9.26,13.8,438.0,20000.0,637.0,66.5,31.0,24.2
1258,12,Main,JD_Gaming,369,14,10,4,71.4,3.29,3.36,6.36,2.87,239.43,7.62,12.4,396.0,18300.0,584.0,61.9,21.1,21.0
1259,12,Main,JD_Gaming,Hope,14,10,4,71.4,4.21,2.64,5.79,3.78,292.43,9.31,14.0,445.0,18500.0,590.0,64.2,27.1,23.6
1260,12,Main,JD_Gaming,Kanavi,14,10,4,71.4,4.57,2.71,5.86,3.84,211.29,6.73,12.7,406.0,13300.0,425.0,67.0,29.4,21.5
1261,12,Main,JD_Gaming,Missing,14,10,4,71.4,1.07,2.93,10.29,3.88,21.29,0.68,7.7,247.0,7200.0,230.0,72.9,6.9,13.1
1262,12,Main,JD_Gaming,Yagao,14,10,4,71.4,2.43,2.64,7.14,3.62,254.86,8.12,12.3,392.0,16600.0,528.0,61.5,15.6,20.8
1263,12,Main,Rogue__28-European_Team_29-,Comp,10,4,6,40.0,4.3,1.8,2.6,3.83,301.8,9.73,14.0,450.0,15100.0,488.0,62.7,39.1,25.9
1264,12,Main,Rogue__28-European_Team_29-,Larssen,10,4,6,40.0,3.2,1.2,4.2,6.17,279.8,9.02,13.0,418.0,18900.0,609.0,67.3,29.1,24.1
1265,12,Main,Rogue__28-European_Team_29-,Malrang,10,4,6,40.0,1.5,3.1,6.6,2.61,144.8,4.67,9.3,298.0,8200.0,265.0,73.6,13.6,17.2
1266,12,Main,Rogue__28-European_Team_29-,Odoamne,10,4,6,40.0,1.7,3.1,5.0,2.16,223.1,7.19,10.7,346.0,14700.0,474.0,60.9,15.5,19.9
1267,12,Main,Rogue__28-European_Team_29-,Trymbi,10,4,6,40.0,0.3,3.1,7.0,2.35,20.7,0.67,7.0,224.0,6400.0,208.0,66.4,2.7,12.9
1268,12,Main,Royal_Never_Give_Up,Breathe,10,5,5,50.0,3.0,2.7,3.2,2.3,277.3,8.78,13.1,415.0,13000.0,411.0,47.0,22.7,22.7
1269,12,Main,Royal_Never_Give_Up,GALA,10,5,5,50.0,4.4,1.6,4.9,5.81,320.1,10.13,14.3,454.0,19600.0,620.0,70.5,33.3,24.8
1270,12,Main,Royal_Never_Give_Up,Ming,10,5,5,50.0,0.9,2.7,8.3,3.41,26.2,0.83,7.5,237.0,5300.0,167.0,69.7,6.8,13.0
1271,12,Main,Royal_Never_Give_Up,Wei,10,5,5,50.0,2.2,2.4,7.4,4.0,157.7,4.99,10.4,328.0,9200.0,292.0,72.7,16.7,18.0
1272,12,Main,Royal_Never_Give_Up,Xiaohu,10,5,5,50.0,2.7,2.6,4.8,2.88,272.1,8.61,12.5,394.0,15300.0,483.0,56.8,20.5,21.6
1273,12,Main,T1,Faker,18,13,5,72.2,3.39,3.11,5.33,2.8,251.94,7.89,12.7,397.0,19800.0,621.0,54.0,21.0,20.8
1274,12,Main,T1,Gumayusi,18,13,5,72.2,5.0,1.44,5.94,7.58,308.33,9.66,15.1,472.0,19700.0,617.0,67.7,30.9,24.7
1275,12,Main,T1,Keria,18,13,5,72.2,1.39,1.61,10.89,7.62,21.83,0.68,8.5,265.0,8200.0,258.0,75.9,8.6,13.9
1276,12,Main,T1,Oner,18,13,5,72.2,2.78,2.39,8.06,4.53,182.83,5.73,11.5,360.0,11500.0,361.0,67.0,17.2,18.8
1277,12,Main,T1,Zeus,18,13,5,72.2,3.61,3.17,6.61,3.23,244.94,7.67,13.3,417.0,19500.0,611.0,63.2,22.3,21.8
1278,12,Main,Top_Esports,JackeyLove,6,3,3,50.0,5.33,2.33,5.17,4.5,295.33,9.37,15.3,486.0,20700.0,656.0,76.8,39.0,26.1
1279,12,Main,Top_Esports,knight,6,3,3,50.0,4.33,1.17,5.5,8.43,283.5,8.99,13.9,442.0,22400.0,711.0,72.0,31.7,23.7
1280,12,Main,Top_Esports,Mark,6,3,3,50.0,1.17,2.0,9.33,5.25,24.0,0.76,7.7,245.0,5400.0,171.0,76.8,8.5,13.1
1281,12,Main,Top_Esports,Tian,6,3,3,50.0,1.83,2.33,7.33,3.93,174.0,5.52,10.5,332.0,10900.0,344.0,67.1,13.4,17.8
1282,12,Main,Top_Esports,Wayward,6,3,3,50.0,1.0,4.0,4.5,1.38,254.33,8.07,11.3,360.0,10600.0,338.0,40.2,7.3,19.3
