,season,event,team,player,games_played,wins,loses,win_rate,kills,deaths,assists,kill_death_assist_ratio,creep_score,cs/min,gold,gold/min,kill_participation,kill_share,gold_share
713,8,Main,Royal_Never_Give_Up,Uzi,12,7,5,58.3,3.42,1.42,3.42,4.82,348.83,11.17,14.5,464.0,67.8,33.9,26.6
714,8,Main,Royal_Never_Give_Up,Xiaohu,12,7,5,58.3,2.08,1.92,5.08,3.74,273.5,8.76,11.7,374.0,71.1,20.7,21.5
715,8,Main,Royal_Never_Give_Up,Karsa,9,5,4,55.6,2.11,2.0,4.0,3.06,151.11,4.96,9.8,323.0,71.4,24.7,18.6
716,8,Main,Royal_Never_Give_Up,Mlxg,3,2,1,66.7,4.33,4.33,5.0,2.15,155.33,4.63,11.3,338.0,63.6,29.5,19.2
717,8,Main,Team_Liquid,Doublelift,6,3,3,50.0,2.83,0.83,3.0,7.0,355.33,11.11,14.4,448.0,68.6,33.3,25.2
718,8,Main,Team_Liquid,Impact,6,3,3,50.0,1.17,1.5,4.33,3.67,258.83,8.09,11.4,356.0,64.7,13.7,20.0
719,8,Main,Team_Liquid,Olleh,6,3,3,50.0,0.67,2.5,6.0,2.67,41.5,1.3,7.9,246.0,78.4,7.8,13.8
720,8,Main,Team_Liquid,Pobelter,6,3,3,50.0,2.17,2.5,3.17,2.13,303.67,9.49,12.7,397.0,62.7,25.5,22.3
721,8,Main,Team_Liquid,Xmithie,6,3,3,50.0,1.67,2.17,4.17,2.69,185.0,5.78,10.7,334.0,68.6,19.6,18.8
722,8,Main,Team_Vitality,Attila,6,3,3,50.0,4.0,1.67,5.0,5.4,379.5,10.32,16.9,459.0,76.1,33.8,25.8
723,8,Main,Team_Vitality,Cabochard,6,3,3,50.0,2.0,1.33,4.83,5.13,306.17,8.33,13.6,371.0,57.7,16.9,20.8
724,8,Main,Team_Vitality,Jactroll,6,3,3,50.0,0.17,4.5,8.17,1.85,53.83,1.46,8.4,227.0,70.4,1.4,12.8
725,8,Main,Team_Vitality,Jiizuke,6,3,3,50.0,3.33,2.5,4.67,3.2,338.83,9.22,14.9,406.0,67.6,28.2,22.8
726,8,Main,Team_Vitality,Kikis,6,3,3,50.0,2.33,4.17,6.83,2.2,179.17,4.87,11.7,318.0,77.5,19.7,17.9
727,9,Play in,Clutch_Gaming,Cody Sun,8,6,2,75.0,5.25,0.5,4.5,19.5,332.75,10.0,15.6,470.0,67.8,36.5,24.9
728,9,Play in,Clutch_Gaming,Damonte,8,6,2,75.0,3.13,2.13,4.38,3.53,286.25,8.6,13.2,397.0,52.2,21.7,21.1
729,9,Play in,Clutch_Gaming,Huni,8,6,2,75.0,2.88,2.38,6.25,3.84,291.25,8.75,14.2,428.0,63.5,20.0,22.7
730,9,Play in,Clutch_Gaming,Lira,8,6,2,75.0,2.75,1.75,6.5,5.29,179.13,5.38,11.4,342.0,64.3,19.1,18.2
731,9,Play in,Clutch_Gaming,Vulcan,8,6,2,75.0,0.38,2.0,9.38,4.88,20.75,0.62,8.2,248.0,67.8,2.6,13.2
732,9,Play in,DWG_KIA,BeryL,8,7,1,87.5,1.0,2.63,11.13,4.62,49.13,1.59,9.2,296.0,72.4,6.0,14.8
733,9,Play in,DWG_KIA,Canyon,8,7,1,87.5,2.75,1.38,8.0,7.82,157.38,5.09,10.9,353.0,64.2,16.4,17.6
734,9,Play in,DWG_KIA,Nuclear,8,7,1,87.5,4.63,1.88,6.0,5.67,282.88,9.15,14.2,460.0,63.4,27.6,23.0
735,9,Play in,DWG_KIA,Nuguri,8,7,1,87.5,3.5,2.13,5.25,4.12,283.0,9.16,14.3,464.0,52.2,20.9,23.2
736,9,Play in,DWG_KIA,ShowMaker,8,7,1,87.5,4.88,1.13,5.5,9.22,260.88,8.44,13.3,429.0,61.9,29.1,21.4
737,9,Play in,DetonatioN_FocusMe,Ceros,4,1,3,25.0,3.25,2.5,5.25,3.4,309.0,7.58,14.4,352.0,64.2,24.5,21.1
738,9,Play in,DetonatioN_FocusMe,Evi,4,1,3,25.0,2.25,4.0,5.75,2.0,285.5,7.0,14.6,358.0,60.4,17.0,21.4
739,9,Play in,DetonatioN_FocusMe,Gaeng,4,1,3,25.0,1.5,3.25,9.25,3.31,17.25,0.42,10.1,248.0,81.1,11.3,14.8
740,9,Play in,DetonatioN_FocusMe,Steal,4,1,3,25.0,1.75,4.5,7.5,2.06,181.5,4.45,11.7,286.0,69.8,13.2,17.1
741,9,Play in,DetonatioN_FocusMe,Yutapon,4,1,3,25.0,4.5,2.5,5.25,3.9,363.75,8.92,17.4,427.0,73.6,34.0,25.5
742,9,Play in,Flamengo_Esports,brTT,5,1,4,20.0,1.6,2.2,3.6,2.36,287.2,9.5,12.0,399.0,54.2,16.7,23.8
743,9,Play in,Flamengo_Esports,Goku,5,1,4,20.0,1.4,2.4,3.2,1.92,247.8,8.2,10.6,349.0,47.9,14.6,20.9
744,9,Play in,Flamengo_Esports,Luci,5,1,4,20.0,0.6,4.4,5.2,1.32,12.4,0.41,6.5,215.0,60.4,6.3,12.9
745,9,Play in,Flamengo_Esports,Robo,5,1,4,20.0,1.0,3.6,5.0,1.67,224.4,7.43,10.4,345.0,62.5,10.4,20.6
746,9,Play in,Flamengo_Esports,Shrimp,5,1,4,20.0,5.0,2.4,2.8,3.25,167.4,5.54,11.1,366.0,81.3,52.1,21.9
747,9,Play in,Hong_Kong_Attitude,3Z,8,6,2,75.0,1.63,2.0,3.88,2.75,293.25,8.62,13.8,405.0,57.1,16.9,21.8
748,9,Play in,Hong_Kong_Attitude,Crash,8,6,2,75.0,3.13,2.38,4.25,3.11,177.25,5.21,11.6,342.0,76.6,32.5,18.4
749,9,Play in,Hong_Kong_Attitude,Kaiwing,8,6,2,75.0,0.63,1.25,6.75,5.9,36.5,1.07,8.9,262.0,76.6,6.5,14.1
750,9,Play in,Hong_Kong_Attitude,M1ssion,8,6,2,75.0,1.63,2.13,3.38,2.35,304.25,8.95,14.1,415.0,51.9,16.9,22.3
751,9,Play in,Hong_Kong_Attitude,Unified,7,5,2,71.4,2.86,1.57,4.29,4.55,328.43,9.67,14.8,437.0,71.4,28.6,23.4
752,9,Play in,Hong_Kong_Attitude,MnM,1,1,0,100.0,1.0,1.0,3.0,4.0,376.0,10.98,14.6,426.0,57.1,14.3,23.4
753,9,Play in,Isurus,Buggax,8,3,5,37.5,3.63,3.13,3.38,2.24,309.5,7.99,15.6,402.0,58.3,30.2,23.0
754,9,Play in,Isurus,Oddie,8,3,5,37.5,1.75,2.63,5.75,2.86,182.5,4.71,11.7,302.0,62.5,14.6,17.2
755,9,Play in,Isurus,Seiya,8,3,5,37.5,2.5,1.25,3.5,4.8,316.88,8.18,14.2,367.0,50.0,20.8,21.0
756,9,Play in,Isurus,Slow,8,3,5,37.5,0.38,3.0,5.88,2.08,49.63,1.28,9.0,232.0,52.1,3.1,13.3
757,9,Play in,Isurus,Warangelus,8,3,5,37.5,3.75,2.0,3.75,3.75,389.63,10.06,17.3,447.0,62.5,31.3,25.5
758,9,Play in,Lowkey_Esports_2e-Vietnam,Artifact,8,3,5,37.5,3.5,2.63,3.13,2.52,276.5,8.56,13.2,409.0,57.0,30.1,23.6
759,9,Play in,Lowkey_Esports_2e-Vietnam,Celebrity,8,3,5,37.5,4.0,2.88,3.5,2.61,283.63,8.79,13.9,430.0,64.5,34.4,24.8
760,9,Play in,Lowkey_Esports_2e-Vietnam,DNK,8,3,5,37.5,1.88,3.38,5.13,2.07,137.38,4.26,9.6,298.0,60.2,16.1,17.2
761,9,Play in,Lowkey_Esports_2e-Vietnam,Hani,8,3,5,37.5,1.38,2.25,5.25,2.94,231.38,7.17,11.3,350.0,57.0,11.8,20.2
762,9,Play in,Lowkey_Esports_2e-Vietnam,Venus,8,3,5,37.5,0.88,3.38,6.88,2.3,38.63,1.2,7.9,245.0,66.7,7.5,14.1
763,9,Play in,MAMMOTH,Babip,5,2,3,40.0,0.4,2.8,6.6,2.5,149.4,4.37,9.6,281.0,85.4,4.9,17.0
764,9,Play in,MAMMOTH,Destiny,5,2,3,40.0,0.2,1.6,5.8,3.75,48.8,1.43,7.8,228.0,73.2,2.4,13.8
765,9,Play in,MAMMOTH,Fudge,5,2,3,40.0,1.4,2.8,4.0,1.93,241.6,7.07,11.5,336.0,65.9,17.1,20.3
766,9,Play in,MAMMOTH,k1ng,5,2,3,40.0,3.6,1.6,2.0,3.5,361.0,10.57,15.0,440.0,68.3,43.9,26.6
767,9,Play in,MAMMOTH,Triple,5,2,3,40.0,2.6,2.4,4.4,2.92,293.4,8.59,12.7,371.0,85.4,31.7,22.4
768,9,Play in,MEGA,DeuL,4,1,3,25.0,3.25,2.75,3.5,2.45,378.75,10.25,16.1,435.0,62.8,30.2,25.3
769,9,Play in,MEGA,G4,4,1,3,25.0,2.25,3.75,4.75,1.87,266.5,7.21,12.3,334.0,65.1,20.9,19.4
770,9,Play in,MEGA,Lloyd,4,1,3,25.0,1.75,2.75,4.0,2.09,183.75,4.97,11.4,309.0,53.5,16.3,18.0
771,9,Play in,MEGA,PoP,4,1,3,25.0,0.75,2.5,6.5,2.9,49.5,1.34,8.8,239.0,67.4,7.0,13.9
772,9,Play in,MEGA,Rockky,4,1,3,25.0,2.75,2.25,3.25,2.67,323.75,8.76,15.0,405.0,55.8,25.6,23.5
773,9,Play in,Royal_Youth,Armut,8,2,6,25.0,2.25,3.0,3.13,1.79,260.25,8.24,12.2,388.0,55.1,23.1,23.0
774,9,Play in,Royal_Youth,Closer,8,2,6,25.0,2.38,2.88,5.0,2.57,140.25,4.44,9.6,303.0,75.6,24.4,17.9
775,9,Play in,Royal_Youth,Cyeol,8,2,6,25.0,1.5,3.25,3.63,1.58,243.13,7.7,10.9,346.0,52.6,15.4,20.5
776,9,Play in,Royal_Youth,Pilot,8,2,6,25.0,3.0,2.0,3.25,3.13,299.88,9.5,13.1,416.0,64.1,30.8,24.7
777,9,Play in,Royal_Youth,Tolerant,8,2,6,25.0,0.63,3.38,4.75,1.59,20.75,0.66,7.5,236.0,55.1,6.4,14.0
778,9,Play in,Splyce,Humanoid,9,6,3,66.7,4.56,3.44,4.78,2.71,315.67,8.96,15.1,429.0,51.2,25.0,22.6
779,9,Play in,Splyce,Kobbe,9,6,3,66.7,6.0,1.33,4.56,7.92,362.0,10.28,17.3,491.0,57.9,32.9,25.9
780,9,Play in,Splyce,Norskeren,9,6,3,66.7,0.78,3.33,10.0,3.23,30.22,0.86,9.1,258.0,59.1,4.3,13.6
781,9,Play in,Splyce,Vizicsacsi,9,6,3,66.7,3.0,3.22,6.56,2.97,261.44,7.43,13.6,386.0,52.4,16.5,20.3
782,9,Play in,Splyce,Xerxe,9,6,3,66.7,3.89,2.44,7.11,4.5,154.78,4.4,11.7,334.0,60.4,21.3,17.6
783,9,Play in,Unicorns_of_Love_2e-CIS,AHaHaCiK,11,5,6,45.5,2.36,3.73,5.0,1.98,172.0,4.7,11.6,316.0,53.6,17.2,18.1
784,9,Play in,Unicorns_of_Love_2e-CIS,BOSS,11,5,6,45.5,2.91,2.82,4.55,2.65,243.09,6.64,13.4,367.0,54.3,21.2,20.9
785,9,Play in,Unicorns_of_Love_2e-CIS,Edward,11,5,6,45.5,0.82,3.82,7.91,2.29,31.91,0.87,8.8,241.0,63.6,6.0,13.8
786,9,Play in,Unicorns_of_Love_2e-CIS,Innaxe,11,5,6,45.5,3.73,2.91,4.55,2.84,291.82,7.97,14.3,392.0,60.3,27.2,22.4
787,9,Play in,Unicorns_of_Love_2e-CIS,Nomanz,11,5,6,45.5,3.91,2.73,4.82,3.2,339.18,9.26,15.9,435.0,63.6,28.5,24.9
788,9,Main,Ahq_eSports_Club,Alex,6,0,6,0.0,1.5,2.83,3.67,1.82,165.0,5.15,9.9,309.0,68.9,20.0,19.4
789,9,Main,Ahq_eSports_Club,Wako,6,0,6,0.0,1.33,2.0,3.67,2.5,306.17,9.55,12.7,395.0,66.7,17.8,24.7
790,9,Main,Ahq_eSports_Club,Ysera,6,0,6,0.0,0.17,2.67,4.83,1.88,39.33,1.23,6.9,215.0,66.7,2.2,13.4
791,9,Main,Ahq_eSports_Club,Ziv,6,0,6,0.0,2.0,2.5,2.67,1.87,226.83,7.08,10.7,335.0,62.2,26.7,21.0
792,9,Main,Ahq_eSports_Club,Rainbow,5,0,5,0.0,2.8,2.4,2.8,2.33,233.8,7.18,11.2,342.0,65.1,32.6,21.2
793,9,Main,Ahq_eSports_Club,Apex,1,0,1,0.0,1.0,1.0,1.0,2.0,271.0,9.19,10.1,343.0,100.0,50.0,23.2
794,9,Main,Cloud9,Licorice,6,2,4,33.3,2.83,4.17,2.5,1.28,280.83,8.47,13.3,400.0,48.5,25.8,22.9
795,9,Main,Cloud9,Nisqy,6,2,4,33.3,1.67,4.17,4.33,1.44,245.83,7.42,11.9,359.0,54.5,15.2,20.5
796,9,Main,Cloud9,Zeyzal,6,2,4,33.3,1.0,4.0,6.33,1.83,73.67,2.22,8.5,257.0,66.7,9.1,14.7
797,9,Main,Cloud9,Sneaky,5,1,4,20.0,1.8,3.8,5.2,1.84,259.0,7.57,13.6,397.0,63.6,16.4,22.9
798,9,Main,Cloud9,Blaber,3,1,2,33.3,3.33,4.67,4.67,1.71,170.67,5.33,11.2,351.0,75.0,31.3,19.6
799,9,Main,Cloud9,Svenskeren,3,1,2,33.3,3.0,4.33,4.67,1.77,152.33,4.44,10.8,314.0,67.6,26.5,18.4
800,9,Main,Cloud9,Deftly,1,1,0,100.0,5.0,0.0,2.0,7.0,235.0,8.41,11.8,424.0,63.6,45.5,22.9
801,9,Main,Clutch_Gaming,Cody Sun,6,0,6,0.0,1.83,4.33,3.67,1.27,267.17,7.71,12.3,356.0,56.9,19.0,21.0
802,9,Main,Clutch_Gaming,Damonte,6,0,6,0.0,2.0,3.17,3.33,1.68,293.83,8.47,12.9,371.0,55.2,20.7,21.9
803,9,Main,Clutch_Gaming,Huni,6,0,6,0.0,2.67,4.33,4.0,1.54,298.83,8.62,14.0,405.0,69.0,27.6,23.9
804,9,Main,Clutch_Gaming,Lira,6,0,6,0.0,1.83,2.5,4.0,2.33,171.0,4.93,10.6,305.0,60.3,19.0,18.0
805,9,Main,Clutch_Gaming,Vulcan,6,0,6,0.0,1.33,3.83,5.67,1.83,37.33,1.08,9.0,259.0,72.4,13.8,15.3
806,9,Main,DWG_KIA,BeryL,10,6,4,60.0,0.7,2.6,8.9,3.69,63.2,1.91,8.6,259.0,69.1,5.0,13.8
807,9,Main,DWG_KIA,Canyon,10,6,4,60.0,2.9,2.7,6.4,3.44,166.3,5.02,11.0,333.0,66.9,20.9,17.8
808,9,Main,DWG_KIA,Nuclear,10,6,4,60.0,4.6,1.6,5.6,6.38,307.9,9.3,14.7,444.0,73.4,33.1,23.7
809,9,Main,DWG_KIA,Nuguri,10,6,4,60.0,2.0,3.2,6.2,2.56,292.5,8.84,14.0,423.0,59.0,14.4,22.6
810,9,Main,DWG_KIA,ShowMaker,10,6,4,60.0,3.7,1.4,5.5,6.57,286.9,8.67,13.7,413.0,66.2,26.6,22.0
811,9,Main,Fnatic,Broxah,10,5,5,50.0,2.8,1.7,6.4,5.41,146.4,4.4,10.6,317.0,67.2,20.4,17.3
812,9,Main,Fnatic,Bwipo,10,5,5,50.0,3.1,3.8,5.6,2.29,242.9,7.3,12.9,387.0,63.5,22.6,21.1
813,9,Main,Fnatic,Hylissang,10,5,5,50.0,1.6,4.9,8.2,2.0,65.0,1.95,9.6,287.0,71.5,11.7,15.6
814,9,Main,Fnatic,Nemesis,10,5,5,50.0,2.6,2.2,6.0,3.91,290.9,8.75,13.7,412.0,62.8,19.0,22.4
815,9,Main,Fnatic,Rekkles,10,5,5,50.0,3.6,2.5,6.2,3.92,308.1,9.26,14.5,435.0,71.5,26.3,23.6
816,9,Main,FunPlus_Phoenix,Crisp,18,14,4,77.8,1.28,2.22,11.83,5.9,45.94,1.47,8.6,276.0,70.4,6.9,14.2
817,9,Main,FunPlus_Phoenix,Doinb,18,14,4,77.8,4.44,2.0,8.67,6.56,265.94,8.51,13.5,431.0,70.4,23.9,22.3
818,9,Main,FunPlus_Phoenix,GimGoon,18,14,4,77.8,2.83,2.17,6.5,4.31,219.11,7.01,11.9,382.0,50.1,15.2,19.7
819,9,Main,FunPlus_Phoenix,Lwx,18,14,4,77.8,6.11,2.22,6.28,5.58,301.11,9.63,15.1,482.0,66.6,32.8,24.9
820,9,Main,FunPlus_Phoenix,Tian,18,14,4,77.8,3.94,2.44,8.78,5.2,163.78,5.24,11.4,365.0,68.4,21.2,18.9
821,9,Main,G2_Esports,Caps,18,11,7,61.1,3.28,2.56,5.33,3.37,274.17,8.51,13.2,408.0,64.0,24.4,22.2
822,9,Main,G2_Esports,Jankos,18,11,7,61.1,2.67,2.78,5.28,2.86,158.33,4.92,10.5,327.0,59.1,19.8,17.8
823,9,Main,G2_Esports,Mikyx,18,11,7,61.1,0.67,3.28,7.22,2.41,44.61,1.39,7.9,246.0,58.7,5.0,13.4
824,9,Main,G2_Esports,Perkz,18,11,7,61.1,4.61,2.67,3.61,3.08,323.44,10.04,15.0,465.0,61.2,34.3,25.3
825,9,Main,G2_Esports,Wunder,18,11,7,61.1,2.22,3.11,4.72,2.23,263.39,8.18,12.6,390.0,51.7,16.5,21.3
826,9,Main,GAM_Esports,Kiaya,6,1,5,16.7,2.67,2.83,3.0,2.0,257.83,8.51,11.4,377.0,61.8,29.1,22.1
827,9,Main,GAM_Esports,Levi,6,1,5,16.7,2.0,3.5,4.17,1.76,169.17,5.59,10.1,334.0,67.3,21.8,19.6
828,9,Main,GAM_Esports,Zeros,6,1,5,16.7,1.67,3.33,3.17,1.45,292.17,9.65,12.2,402.0,52.7,18.2,23.5
829,9,Main,GAM_Esports,Zin,6,1,5,16.7,2.0,2.17,2.5,2.08,262.0,8.65,11.2,369.0,49.1,21.8,21.6
830,9,Main,GAM_Esports,Slay,5,1,4,20.0,0.8,5.0,4.4,1.04,57.2,1.89,6.8,226.0,50.0,7.7,13.2
831,9,Main,GAM_Esports,Hieu3,1,0,1,0.0,1.0,1.0,0.0,1.0,44.0,1.44,6.7,220.0,33.3,33.3,13.2
832,9,Main,Griffin__28-Korean_Team_29-,Chovy,11,7,4,63.6,2.73,1.45,6.0,6.0,283.91,8.63,13.0,394.0,56.1,17.5,21.1
833,9,Main,Griffin__28-Korean_Team_29-,Lehends,11,7,4,63.6,0.91,1.45,11.36,8.44,55.09,1.68,9.5,289.0,78.9,5.8,15.5
834,9,Main,Griffin__28-Korean_Team_29-,Sword,11,7,4,63.6,3.09,3.09,6.36,3.06,250.82,7.63,12.7,386.0,60.8,19.9,20.7
835,9,Main,Griffin__28-Korean_Team_29-,Tarzan,11,7,4,63.6,3.91,2.27,7.09,4.84,176.36,5.36,11.5,349.0,70.8,25.1,18.7
836,9,Main,Griffin__28-Korean_Team_29-,Viper,11,7,4,63.6,4.91,1.27,5.73,8.36,307.0,9.33,14.8,450.0,68.4,31.6,24.1
837,9,Main,Hong_Kong_Attitude,3Z,6,0,6,0.0,1.67,2.67,3.0,1.75,260.5,7.69,11.7,347.0,50.9,18.2,20.8
838,9,Main,Hong_Kong_Attitude,Crash,6,0,6,0.0,1.5,3.5,4.33,1.67,158.33,4.67,10.1,299.0,63.6,16.4,18.0
839,9,Main,Hong_Kong_Attitude,Kaiwing,6,0,6,0.0,1.67,2.17,4.83,3.0,32.5,0.96,8.5,252.0,70.9,18.2,15.2
840,9,Main,Hong_Kong_Attitude,M1ssion,6,0,6,0.0,2.17,2.83,2.0,1.47,298.33,8.81,12.8,377.0,45.5,23.6,22.7
841,9,Main,Hong_Kong_Attitude,Unified,6,0,6,0.0,2.17,2.67,3.33,2.06,298.67,8.82,13.1,388.0,60.0,23.6,23.3
842,9,Main,Invictus_Gaming,Baolan,14,8,6,57.1,0.64,3.5,7.64,2.37,42.5,1.29,7.7,234.0,55.5,4.3,12.8
843,9,Main,Invictus_Gaming,JackeyLove,14,8,6,57.1,4.57,2.93,4.86,3.22,310.93,9.41,14.7,444.0,63.2,30.6,24.4
844,9,Main,Invictus_Gaming,Rookie,14,8,6,57.1,3.86,2.57,7.14,4.28,261.57,7.91,13.2,398.0,73.7,25.8,21.9
845,9,Main,Invictus_Gaming,TheShy,14,8,6,57.1,3.86,3.36,6.29,3.02,270.79,8.19,14.0,423.0,67.9,25.8,23.2
846,9,Main,Invictus_Gaming,Ning,11,6,5,54.5,2.0,4.27,7.45,2.21,158.36,4.82,10.6,321.0,61.5,13.0,17.6
847,9,Main,Invictus_Gaming,Leyan,3,2,1,66.7,2.0,2.33,4.67,2.86,175.0,5.16,11.2,329.0,50.0,15.0,18.1
848,9,Main,J_Team,FoFo,6,3,3,50.0,3.67,2.5,4.17,3.13,295.0,8.87,13.6,407.0,66.2,31.0,23.2
849,9,Main,J_Team,Hana,6,3,3,50.0,0.5,3.0,7.5,2.67,138.17,4.15,9.5,285.0,67.6,4.2,16.2
850,9,Main,J_Team,Koala,6,3,3,50.0,0.83,3.67,6.67,2.05,41.67,1.25,7.9,236.0,63.4,7.0,13.5
851,9,Main,J_Team,Lilv,6,3,3,50.0,3.67,1.5,4.0,5.11,327.33,9.84,14.6,437.0,64.8,31.0,24.9
852,9,Main,J_Team,Rest,6,3,3,50.0,3.17,2.83,4.0,2.53,254.0,7.64,13.0,391.0,60.6,26.8,22.3
853,9,Main,Royal_Never_Give_Up,Karsa,6,3,3,50.0,1.83,2.17,6.83,4.0,153.67,4.43,10.8,311.0,66.7,14.1,16.7
854,9,Main,Royal_Never_Give_Up,Langx,6,3,3,50.0,2.5,2.17,4.33,3.15,295.5,8.52,14.0,404.0,52.6,19.2,21.6
855,9,Main,Royal_Never_Give_Up,Ming,6,3,3,50.0,1.17,3.0,8.67,3.28,24.17,0.7,9.1,263.0,75.6,9.0,14.1
856,9,Main,Royal_Never_Give_Up,Uzi,6,3,3,50.0,5.0,1.5,5.67,7.11,385.83,11.13,17.3,499.0,82.1,38.5,26.7
857,9,Main,Royal_Never_Give_Up,Xiaohu,6,3,3,50.0,2.5,1.67,5.5,4.8,293.33,8.46,13.5,389.0,61.5,19.2,20.9
858,9,Main,SK_Telecom_T1,Clid,14,9,5,64.3,2.57,2.29,7.79,4.53,169.07,5.14,11.2,342.0,66.8,16.6,17.8
859,9,Main,SK_Telecom_T1,Faker,14,9,5,64.3,3.64,2.43,5.5,3.76,289.64,8.8,14.0,427.0,59.0,23.5,22.3
860,9,Main,SK_Telecom_T1,Khan,14,9,5,64.3,4.29,2.43,4.79,3.74,270.5,8.22,14.1,427.0,58.5,27.6,22.3
861,9,Main,SK_Telecom_T1,Teddy,14,9,5,64.3,4.21,1.57,6.29,6.68,326.21,9.91,15.4,468.0,67.7,27.2,24.4
862,9,Main,SK_Telecom_T1,Effort,12,9,3,75.0,0.67,3.58,8.08,2.44,43.08,1.32,8.4,258.0,57.4,4.4,13.3
863,9,Main,SK_Telecom_T1,Mata,2,0,2,0.0,1.5,3.5,8.5,2.86,41.5,1.22,8.2,242.0,58.8,8.8,13.6
864,9,Main,Splyce,Humanoid,11,5,6,45.5,3.0,3.55,3.82,1.92,305.27,9.19,13.6,408.0,56.0,24.6,22.7
865,9,Main,Splyce,Kobbe,11,5,6,45.5,3.82,1.73,4.45,4.79,322.45,9.71,14.8,445.0,67.9,31.3,24.8
866,9,Main,Splyce,Norskeren,11,5,6,45.5,0.27,2.73,7.55,2.87,35.18,1.06,7.8,236.0,64.2,2.2,13.1
867,9,Main,Splyce,Vizicsacsi,11,5,6,45.5,2.0,2.82,5.18,2.55,258.82,7.8,12.9,389.0,59.0,16.4,21.6
868,9,Main,Splyce,Xerxe,11,5,6,45.5,3.09,2.0,5.64,4.36,152.0,4.58,10.6,319.0,71.6,25.4,17.8
869,9,Main,Team_Liquid,CoreJJ,6,3,3,50.0,0.83,2.83,7.0,2.76,37.5,1.16,7.8,241.0,72.3,7.7,13.7
870,9,Main,Team_Liquid,Doublelift,6,3,3,50.0,3.5,2.67,4.33,2.94,324.83,10.03,14.6,450.0,72.3,32.3,25.7
871,9,Main,Team_Liquid,Impact,6,3,3,50.0,2.0,2.83,3.33,1.88,238.0,7.35,12.0,371.0,49.2,18.5,21.1
872,9,Main,Team_Liquid,Jensen,6,3,3,50.0,2.5,2.67,4.0,2.44,270.83,8.36,12.4,384.0,60.0,23.1,21.9
873,9,Main,Team_Liquid,Xmithie,6,3,3,50.0,2.0,3.17,6.33,2.63,151.5,4.68,10.0,308.0,76.9,18.5,17.6
